src_region,src_tier,src_instance_class,dst_region,dst_tier,dst_instance_class,min_rtt,avg_rtt,max_rtt,mdev_rtt
aws:ap-southeast-2,PREMIUM,m5.large,gcp:australia-southeast2-a,PREMIUM,n2-standard-4,13.739,13.841,13.983,0.143
azure:canadacentral,PREMIUM,Standard_D2_v3,gcp:asia-east1-a,PREMIUM,n2-standard-4,201.119,201.381,202.749,0.504
gcp:europe-north1-a,STANDARD,n2-standard-4,gcp:europe-west1-b,STANDARD,n2-standard-4,,,,
aws:us-west-1,PREMIUM,m5.large,gcp:asia-northeast2-a,PREMIUM,n2-standard-4,119.257,119.3,119.352,0.22
gcp:asia-south1-a,STANDARD,n2-standard-4,gcp:asia-southeast1-a,STANDARD,n2-standard-4,,,,
aws:eu-west-2,PREMIUM,m5.large,gcp:asia-south1-a,PREMIUM,n2-standard-4,144.814,144.885,144.966,0.176
aws:ap-northeast-3,PREMIUM,m5.large,gcp:us-east1-b,STANDARD,n2-standard-4,177.543,177.625,177.736,0.428
aws:ca-central-1,PREMIUM,m5.large,gcp:europe-north1-a,PREMIUM,n2-standard-4,116.519,116.582,116.666,0.433
azure:eastasia,PREMIUM,Standard_D2_v3,gcp:asia-southeast1-a,PREMIUM,n2-standard-4,36.514,36.629,36.828,0.085
gcp:asia-northeast3-a,PREMIUM,n2-standard-4,gcp:europe-west3-a,PREMIUM,n2-standard-4,,,,
gcp:australia-southeast2-a,PREMIUM,n2-standard-4,gcp:asia-northeast1-a,STANDARD,n2-standard-4,,,,
gcp:asia-northeast2-a,PREMIUM,n2-standard-4,gcp:europe-west2-a,STANDARD,n2-standard-4,,,,
azure:francecentral,PREMIUM,Standard_D2_v3,gcp:asia-northeast2-a,PREMIUM,n2-standard-4,229.53,229.816,230.3,0.429
azure:swedencentral,PREMIUM,Standard_D2_v3,gcp:europe-north1-a,STANDARD,n2-standard-4,33.732,33.831,33.956,0.173
gcp:europe-central2-a,PREMIUM,n2-standard-4,gcp:asia-southeast1-a,STANDARD,n2-standard-4,,,,
azure:northeurope,PREMIUM,Standard_D2_v3,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,93.023,93.184,93.468,0.277
azure:switzerlandnorth,PREMIUM,Standard_D2_v3,gcp:asia-southeast1-a,PREMIUM,n2-standard-4,170.31,170.687,171.501,0.518
aws:us-west-2,PREMIUM,m5.large,gcp:southamerica-east1-a,PREMIUM,n2-standard-4,186.912,186.998,187.088,0.201
azure:switzerlandnorth,PREMIUM,Standard_D2_v3,aws:ap-northeast-1,PREMIUM,m5.large,220.559,220.774,220.969,0.135
azure:francecentral,PREMIUM,Standard_D2_v3,aws:eu-north-1,PREMIUM,m5.large,31.986,32.278,32.766,0.201
gcp:asia-northeast3-a,STANDARD,n2-standard-4,gcp:us-central1-a,STANDARD,n2-standard-4,,,,
aws:eu-west-2,PREMIUM,m5.large,gcp:us-central1-a,PREMIUM,n2-standard-4,97.244,97.466,97.564,0.217
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:us-east1-b,PREMIUM,n2-standard-4,226.193,226.358,226.587,0.444
aws:us-east-1,PREMIUM,m5.large,gcp:us-east1-b,STANDARD,n2-standard-4,13.566,13.713,14.189,0.175
azure:uksouth,PREMIUM,Standard_D2_v3,gcp:asia-south1-a,STANDARD,n2-standard-4,126.669,126.894,127.021,0.109
gcp:australia-southeast2-a,PREMIUM,n2-standard-4,gcp:us-east4-a,STANDARD,n2-standard-4,,,,
azure:francecentral,PREMIUM,Standard_D2_v3,gcp:asia-southeast2-a,STANDARD,n2-standard-4,160.473,160.688,161.376,0.436
gcp:australia-southeast2-a,PREMIUM,n2-standard-4,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,,,,
azure:norwayeast,PREMIUM,Standard_D2_v3,gcp:australia-southeast1-a,PREMIUM,n2-standard-4,279.796,279.865,279.959,0.339
aws:ap-southeast-3,PREMIUM,m5.large,gcp:asia-northeast1-a,STANDARD,n2-standard-4,92.106,92.191,92.578,0.358
aws:us-west-2,PREMIUM,m5.large,gcp:europe-west3-a,STANDARD,n2-standard-4,172.187,172.28,172.395,0.271
gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,gcp:asia-northeast3-a,STANDARD,n2-standard-4,,,,
gcp:asia-southeast1-a,PREMIUM,n2-standard-4,gcp:europe-west4-a,PREMIUM,n2-standard-4,,,,
azure:canadacentral,PREMIUM,Standard_D2_v3,gcp:europe-west4-a,PREMIUM,n2-standard-4,94.971,95.172,95.554,0.444
azure:brazilsouth,PREMIUM,Standard_D2_v3,gcp:europe-west3-a,PREMIUM,n2-standard-4,195.801,195.897,196.044,0.489
aws:ap-northeast-2,PREMIUM,m5.large,gcp:asia-south1-a,PREMIUM,n2-standard-4,161.523,161.572,161.709,0.541
azure:francecentral,PREMIUM,Standard_D2_v3,gcp:asia-southeast2-a,PREMIUM,n2-standard-4,189.584,190.211,194.208,1.405
gcp:southamerica-west1-a,PREMIUM,n2-standard-4,gcp:southamerica-east1-a,STANDARD,n2-standard-4,,,,
aws:ca-central-1,PREMIUM,m5.large,aws:eu-south-1,PREMIUM,m5.large,100.549,100.571,100.603,0.142
gcp:australia-southeast2-a,PREMIUM,n2-standard-4,gcp:asia-southeast1-a,STANDARD,n2-standard-4,,,,
gcp:us-west1-a,PREMIUM,n2-standard-4,gcp:northamerica-northeast1-a,STANDARD,n2-standard-4,,,,
azure:swedencentral,PREMIUM,Standard_D2_v3,aws:ap-northeast-1,PREMIUM,m5.large,249.177,249.284,249.433,0.33
azure:southafricanorth,PREMIUM,Standard_D2_v3,aws:ca-central-1,PREMIUM,m5.large,258.167,258.352,258.875,0.628
azure:swedencentral,PREMIUM,Standard_D2_v3,gcp:europe-west6-a,STANDARD,n2-standard-4,30.318,30.418,30.512,0.186
gcp:europe-west3-a,PREMIUM,n2-standard-4,gcp:asia-southeast1-a,STANDARD,n2-standard-4,,,,
gcp:asia-east1-a,PREMIUM,n2-standard-4,gcp:southamerica-east1-a,STANDARD,n2-standard-4,,,,
azure:switzerlandnorth,PREMIUM,Standard_D2_v3,aws:us-west-1,PREMIUM,m5.large,162.434,162.633,163.278,0.251
azure:norwayeast,PREMIUM,Standard_D2_v3,gcp:australia-southeast1-a,STANDARD,n2-standard-4,299.52,299.68,299.872,0.657
aws:eu-north-1,PREMIUM,m5.large,gcp:europe-west3-a,STANDARD,n2-standard-4,20.599,20.661,20.788,0.05
azure:norwayeast,PREMIUM,Standard_D2_v3,aws:ap-southeast-3,PREMIUM,m5.large,186.787,186.897,186.963,0.389
gcp:europe-west6-a,PREMIUM,n2-standard-4,gcp:asia-east1-a,STANDARD,n2-standard-4,,,,
gcp:europe-north1-a,PREMIUM,n2-standard-4,gcp:europe-west6-a,PREMIUM,n2-standard-4,,,,
gcp:asia-south1-a,PREMIUM,n2-standard-4,gcp:asia-south1-a,STANDARD,n2-standard-4,,,,
gcp:asia-northeast1-a,PREMIUM,n2-standard-4,gcp:europe-west1-b,PREMIUM,n2-standard-4,,,,
azure:centralindia,PREMIUM,Standard_D2_v3,gcp:southamerica-east1-a,STANDARD,n2-standard-4,301.534,301.687,301.857,0.657
azure:uaenorth,PREMIUM,Standard_D2_v3,aws:af-south-1,PREMIUM,m5.large,204.405,204.504,204.598,0.457
aws:ap-south-1,PREMIUM,m5.large,aws:ap-southeast-2,PREMIUM,m5.large,150.527,150.542,150.563,0.425
gcp:asia-northeast2-a,PREMIUM,n2-standard-4,gcp:europe-west1-b,STANDARD,n2-standard-4,,,,
gcp:europe-west2-a,PREMIUM,n2-standard-4,gcp:us-central1-a,PREMIUM,n2-standard-4,,,,
azure:eastasia,PREMIUM,Standard_D2_v3,gcp:asia-south2-a,PREMIUM,n2-standard-4,120.213,120.42,120.691,0.399
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:europe-west6-a,STANDARD,n2-standard-4,124.871,125.003,125.101,0.393
aws:us-west-1,PREMIUM,m5.large,gcp:us-central1-a,STANDARD,n2-standard-4,66.31,66.383,66.427,0.284
gcp:asia-south2-a,PREMIUM,n2-standard-4,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,,,,
azure:norwayeast,PREMIUM,Standard_D2_v3,gcp:asia-northeast1-a,PREMIUM,n2-standard-4,250.187,250.296,250.506,0.554
gcp:asia-east2-a,STANDARD,n2-standard-4,gcp:europe-west1-b,STANDARD,n2-standard-4,,,,
aws:sa-east-1,PREMIUM,m5.large,aws:af-south-1,PREMIUM,m5.large,333.584,333.595,333.608,0.007
aws:ap-southeast-1,PREMIUM,m5.large,gcp:asia-southeast2-a,PREMIUM,n2-standard-4,16.349,16.433,16.48,0.168
gcp:us-west4-a,PREMIUM,n2-standard-4,gcp:northamerica-northeast1-a,STANDARD,n2-standard-4,,,,
azure:switzerlandnorth,PREMIUM,Standard_D2_v3,gcp:asia-northeast2-a,PREMIUM,n2-standard-4,233.616,233.874,234.522,0.586
gcp:southamerica-west1-a,PREMIUM,n2-standard-4,gcp:us-east4-a,PREMIUM,n2-standard-4,,,,
gcp:asia-south2-a,PREMIUM,n2-standard-4,gcp:asia-south1-a,STANDARD,n2-standard-4,,,,
gcp:asia-east2-a,PREMIUM,n2-standard-4,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,,,,
azure:francecentral,PREMIUM,Standard_D2_v3,aws:sa-east-1,PREMIUM,m5.large,187.768,187.943,188.444,0.378
gcp:australia-southeast2-a,PREMIUM,n2-standard-4,gcp:europe-north1-a,STANDARD,n2-standard-4,,,,
azure:uksouth,PREMIUM,Standard_D2_v3,gcp:asia-east1-a,PREMIUM,n2-standard-4,222.606,222.738,222.974,0.606
gcp:asia-south2-a,PREMIUM,n2-standard-4,gcp:australia-southeast2-a,PREMIUM,n2-standard-4,,,,
azure:germanywestcentral,PREMIUM,Standard_D2_v3,gcp:europe-north1-a,PREMIUM,n2-standard-4,32.947,33.036,33.226,0.255
gcp:asia-south1-a,PREMIUM,n2-standard-4,gcp:europe-west2-a,STANDARD,n2-standard-4,,,,
gcp:europe-west4-a,PREMIUM,n2-standard-4,gcp:europe-west6-a,STANDARD,n2-standard-4,,,,
gcp:asia-southeast2-a,STANDARD,n2-standard-4,gcp:europe-west1-b,STANDARD,n2-standard-4,,,,
azure:eastasia,PREMIUM,Standard_D2_v3,gcp:asia-southeast1-a,STANDARD,n2-standard-4,34.831,34.958,35.022,0.052
gcp:asia-east2-a,PREMIUM,n2-standard-4,gcp:us-west4-a,STANDARD,n2-standard-4,,,,
aws:eu-north-1,PREMIUM,m5.large,gcp:europe-north1-a,PREMIUM,n2-standard-4,14.036,14.13,14.197,0.127
gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,gcp:southamerica-east1-a,PREMIUM,n2-standard-4,,,,
azure:uksouth,PREMIUM,Standard_D2_v3,gcp:europe-west6-a,PREMIUM,n2-standard-4,19.493,21.18,30.963,3.472
aws:ap-northeast-3,PREMIUM,m5.large,gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,157.129,157.244,157.353,0.365
azure:eastus,PREMIUM,Standard_D2_v3,gcp:us-west1-a,STANDARD,n2-standard-4,81.494,81.602,81.815,0.089
azure:northcentralus,PREMIUM,Standard_D2_v3,aws:ap-southeast-1,PREMIUM,m5.large,208.446,208.542,208.965,0.631
azure:northcentralus,PREMIUM,Standard_D2_v3,gcp:asia-northeast1-a,PREMIUM,n2-standard-4,138.608,138.809,139.334,0.533
aws:eu-west-2,PREMIUM,m5.large,gcp:us-west1-a,STANDARD,n2-standard-4,244.854,244.927,245.001,0.543
gcp:europe-central2-a,PREMIUM,n2-standard-4,gcp:asia-east1-a,STANDARD,n2-standard-4,,,,
azure:francecentral,PREMIUM,Standard_D2_v3,gcp:asia-northeast1-a,PREMIUM,n2-standard-4,217.64,217.961,218.543,0.642
gcp:asia-south2-a,PREMIUM,n2-standard-4,gcp:europe-north1-a,STANDARD,n2-standard-4,,,,
aws:us-west-2,PREMIUM,m5.large,gcp:us-east1-b,PREMIUM,n2-standard-4,82.382,82.579,83.221,0.404
aws:eu-west-2,PREMIUM,m5.large,gcp:asia-southeast1-a,PREMIUM,n2-standard-4,206.476,206.606,206.714,0.613
gcp:europe-west1-b,STANDARD,n2-standard-4,gcp:us-east1-b,STANDARD,n2-standard-4,,,,
azure:westus,PREMIUM,Standard_D2_v3,gcp:southamerica-east1-a,STANDARD,n2-standard-4,178.324,178.449,178.567,0.506
azure:eastasia,PREMIUM,Standard_D2_v3,aws:eu-north-1,PREMIUM,m5.large,227.495,227.586,227.732,0.482
aws:ca-central-1,PREMIUM,m5.large,gcp:northamerica-northeast1-a,STANDARD,n2-standard-4,1.391,1.477,1.534,0.063
azure:japaneast,PREMIUM,Standard_D2_v3,gcp:europe-west6-a,PREMIUM,n2-standard-4,227.016,227.141,227.438,0.329
azure:westus,PREMIUM,Standard_D2_v3,aws:ap-northeast-1,PREMIUM,m5.large,106.129,106.208,106.277,0.387
azure:westus,PREMIUM,Standard_D2_v3,aws:us-east-1,PREMIUM,m5.large,70.789,70.921,71.063,0.144
aws:ap-northeast-3,PREMIUM,m5.large,gcp:us-west4-a,PREMIUM,n2-standard-4,113.129,113.245,113.375,0.222
gcp:europe-west2-a,PREMIUM,n2-standard-4,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,,,,
aws:ap-southeast-3,PREMIUM,m5.large,gcp:europe-central2-a,PREMIUM,n2-standard-4,280.09,280.236,280.348,0.585
azure:francecentral,PREMIUM,Standard_D2_v3,aws:ap-southeast-1,PREMIUM,m5.large,147.389,147.739,149.686,0.719
gcp:europe-west6-a,STANDARD,n2-standard-4,gcp:southamerica-east1-a,STANDARD,n2-standard-4,,,,
aws:ap-south-1,PREMIUM,m5.large,gcp:us-west1-a,PREMIUM,n2-standard-4,233.004,233.113,233.18,0.649
azure:northeurope,PREMIUM,Standard_D2_v3,gcp:us-west4-a,STANDARD,n2-standard-4,139.065,139.217,139.493,0.46
aws:eu-central-1,PREMIUM,m5.large,gcp:us-west4-a,STANDARD,n2-standard-4,150.356,150.458,150.649,0.499
azure:eastasia,PREMIUM,Standard_D2_v3,gcp:australia-southeast1-a,PREMIUM,n2-standard-4,123.98,124.129,124.246,0.289
azure:francecentral,PREMIUM,Standard_D2_v3,gcp:us-east4-a,STANDARD,n2-standard-4,80.875,81.069,81.356,0.164
gcp:us-east4-a,PREMIUM,n2-standard-4,gcp:europe-west4-a,STANDARD,n2-standard-4,,,,
aws:eu-west-1,PREMIUM,m5.large,gcp:asia-northeast2-a,PREMIUM,n2-standard-4,233.977,234.087,234.179,0.487
azure:norwayeast,PREMIUM,Standard_D2_v3,gcp:asia-northeast2-a,PREMIUM,n2-standard-4,253.738,253.843,254.133,0.561
azure:eastus,PREMIUM,Standard_D2_v3,aws:ap-northeast-2,PREMIUM,m5.large,186.306,186.403,186.549,0.551
aws:us-west-1,PREMIUM,m5.large,aws:ap-east-1,PREMIUM,m5.large,154.032,154.043,154.07,0.175
gcp:australia-southeast1-a,PREMIUM,n2-standard-4,gcp:us-west4-a,PREMIUM,n2-standard-4,,,,
gcp:asia-northeast1-a,PREMIUM,n2-standard-4,gcp:asia-northeast1-a,STANDARD,n2-standard-4,,,,
azure:australiaeast,PREMIUM,Standard_D2_v3,gcp:europe-west4-a,STANDARD,n2-standard-4,248.482,248.919,251.225,0.895
gcp:us-east1-b,PREMIUM,n2-standard-4,gcp:us-east1-b,STANDARD,n2-standard-4,,,,
aws:ap-south-1,PREMIUM,m5.large,gcp:southamerica-east1-a,PREMIUM,n2-standard-4,321.394,321.548,321.651,0.626
azure:koreacentral,PREMIUM,Standard_D2_v3,gcp:europe-west1-b,PREMIUM,n2-standard-4,241.12,242.082,245.192,1.456
gcp:europe-west4-a,PREMIUM,n2-standard-4,gcp:us-west1-a,PREMIUM,n2-standard-4,,,,
gcp:asia-northeast2-a,PREMIUM,n2-standard-4,gcp:europe-west4-a,STANDARD,n2-standard-4,,,,
gcp:asia-east1-a,PREMIUM,n2-standard-4,gcp:us-west4-a,STANDARD,n2-standard-4,,,,
aws:ca-central-1,PREMIUM,m5.large,aws:ap-northeast-3,PREMIUM,m5.large,155.592,155.605,155.63,0.432
gcp:europe-west6-a,PREMIUM,n2-standard-4,gcp:europe-west2-a,STANDARD,n2-standard-4,,,,
gcp:europe-west6-a,PREMIUM,n2-standard-4,gcp:us-west1-a,STANDARD,n2-standard-4,,,,
gcp:asia-southeast2-a,PREMIUM,n2-standard-4,gcp:europe-west6-a,STANDARD,n2-standard-4,,,,
azure:westus,PREMIUM,Standard_D2_v3,aws:eu-north-1,PREMIUM,m5.large,176.554,176.701,177.104,0.264
azure:brazilsouth,PREMIUM,Standard_D2_v3,aws:ap-southeast-2,PREMIUM,m5.large,316.143,316.386,316.787,0.176
gcp:australia-southeast1-a,PREMIUM,n2-standard-4,gcp:europe-west3-a,STANDARD,n2-standard-4,,,,
azure:koreacentral,PREMIUM,Standard_D2_v3,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,183.01,183.165,183.41,0.4
azure:westus3,PREMIUM,Standard_D2_v3,gcp:us-east1-b,PREMIUM,n2-standard-4,64.823,65.052,65.528,0.294
gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,gcp:europe-west3-a,STANDARD,n2-standard-4,,,,
aws:sa-east-1,PREMIUM,m5.large,aws:ap-southeast-2,PREMIUM,m5.large,310.718,310.742,310.779,0.249
gcp:europe-west3-a,STANDARD,n2-standard-4,gcp:us-east1-b,STANDARD,n2-standard-4,,,,
gcp:europe-west3-a,PREMIUM,n2-standard-4,gcp:us-east1-b,STANDARD,n2-standard-4,,,,
azure:northeurope,PREMIUM,Standard_D2_v3,aws:ap-northeast-3,PREMIUM,m5.large,231.872,231.96,232.128,0.435
aws:eu-west-2,PREMIUM,m5.large,aws:ap-northeast-1,PREMIUM,m5.large,224.365,224.406,224.653,0.376
gcp:us-west4-a,PREMIUM,n2-standard-4,gcp:us-central1-a,STANDARD,n2-standard-4,,,,
gcp:asia-northeast1-a,STANDARD,n2-standard-4,gcp:europe-west2-a,STANDARD,n2-standard-4,,,,
azure:switzerlandnorth,PREMIUM,Standard_D2_v3,aws:ap-northeast-3,PREMIUM,m5.large,216.705,217.012,217.629,0.684
aws:ap-south-1,PREMIUM,m5.large,gcp:asia-southeast1-a,PREMIUM,n2-standard-4,59.79,59.876,60.074,0.281
aws:ap-southeast-2,PREMIUM,m5.large,gcp:asia-northeast3-a,STANDARD,n2-standard-4,153.688,153.809,154.025,0.364
azure:eastasia,PREMIUM,Standard_D2_v3,gcp:asia-east2-a,PREMIUM,n2-standard-4,2.229,2.351,2.507,0.098
aws:ap-northeast-3,PREMIUM,m5.large,aws:af-south-1,PREMIUM,m5.large,369.177,369.194,369.209,0.384
azure:centralindia,PREMIUM,Standard_D2_v3,gcp:europe-central2-a,PREMIUM,n2-standard-4,143.355,143.513,143.722,0.462
azure:westeurope,PREMIUM,Standard_D2_v3,aws:af-south-1,PREMIUM,m5.large,152.678,152.826,152.962,0.534
azure:westeurope,PREMIUM,Standard_D2_v3,gcp:us-east4-a,PREMIUM,n2-standard-4,83.435,83.618,83.757,0.359
aws:ap-northeast-1,PREMIUM,m5.large,aws:us-east-1,PREMIUM,m5.large,168.884,168.935,169.103,0.454
gcp:asia-northeast1-a,PREMIUM,n2-standard-4,gcp:us-west4-a,PREMIUM,n2-standard-4,,,,
azure:australiaeast,PREMIUM,Standard_D2_v3,aws:ap-southeast-1,PREMIUM,m5.large,88.767,88.862,89.12,0.251
aws:us-east-1,PREMIUM,m5.large,gcp:europe-north1-a,STANDARD,n2-standard-4,100.658,100.797,100.921,0.356
azure:northeurope,PREMIUM,Standard_D2_v3,gcp:asia-south1-a,PREMIUM,n2-standard-4,141.352,141.478,141.669,0.195
aws:ap-northeast-1,PREMIUM,m5.large,gcp:australia-southeast2-a,PREMIUM,n2-standard-4,145.131,145.202,145.252,0.483
azure:switzerlandnorth,PREMIUM,Standard_D2_v3,gcp:southamerica-east1-a,STANDARD,n2-standard-4,195.17,195.614,196.574,0.515
gcp:asia-northeast3-a,STANDARD,n2-standard-4,gcp:asia-southeast1-a,STANDARD,n2-standard-4,,,,
aws:eu-west-1,PREMIUM,m5.large,gcp:asia-northeast1-a,STANDARD,n2-standard-4,238.891,238.976,239.076,0.441
aws:ca-central-1,PREMIUM,m5.large,gcp:us-east4-a,PREMIUM,n2-standard-4,15.28,15.377,15.503,0.14
azure:koreacentral,PREMIUM,Standard_D2_v3,gcp:asia-east2-a,PREMIUM,n2-standard-4,59.407,59.536,59.724,0.306
gcp:asia-southeast2-a,STANDARD,n2-standard-4,gcp:southamerica-east1-a,STANDARD,n2-standard-4,,,,
aws:ap-east-1,PREMIUM,m5.large,gcp:europe-west2-a,STANDARD,n2-standard-4,192.354,192.404,192.505,0.521
azure:germanywestcentral,PREMIUM,Standard_D2_v3,aws:ap-east-1,PREMIUM,m5.large,185.525,185.648,185.802,0.395
aws:ap-south-1,PREMIUM,m5.large,gcp:europe-west3-a,PREMIUM,n2-standard-4,122.454,122.543,122.719,0.178
aws:eu-west-1,PREMIUM,m5.large,aws:af-south-1,PREMIUM,m5.large,153.1,153.113,153.132,0.175
aws:ap-northeast-2,PREMIUM,m5.large,gcp:asia-south1-a,STANDARD,n2-standard-4,155.279,155.383,155.568,0.361
azure:northcentralus,PREMIUM,Standard_D2_v3,gcp:europe-west4-a,PREMIUM,n2-standard-4,99.312,99.501,99.644,0.092
aws:ap-northeast-3,PREMIUM,m5.large,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,153.41,153.477,153.586,0.059
azure:westus,PREMIUM,Standard_D2_v3,gcp:asia-south1-a,STANDARD,n2-standard-4,232.438,232.565,232.777,0.387
aws:ca-central-1,PREMIUM,m5.large,gcp:asia-northeast2-a,PREMIUM,n2-standard-4,168.596,168.666,168.726,0.451
aws:af-south-1,PREMIUM,m5.large,gcp:asia-east2-a,STANDARD,n2-standard-4,333.689,333.793,334.015,0.38
azure:canadacentral,PREMIUM,Standard_D2_v3,gcp:us-west1-a,STANDARD,n2-standard-4,78.392,78.539,78.708,0.096
aws:af-south-1,PREMIUM,m5.large,gcp:asia-southeast1-a,PREMIUM,n2-standard-4,359.982,360.078,360.139,0.272
azure:brazilsouth,PREMIUM,Standard_D2_v3,gcp:asia-southeast1-a,STANDARD,n2-standard-4,333.282,333.66,334.527,0.55
aws:eu-central-1,PREMIUM,m5.large,gcp:australia-southeast1-a,PREMIUM,n2-standard-4,274.617,274.721,274.885,0.625
aws:eu-west-1,PREMIUM,m5.large,gcp:europe-west3-a,STANDARD,n2-standard-4,24.91,24.984,25.148,0.197
aws:us-west-2,PREMIUM,m5.large,aws:me-south-1,PREMIUM,m5.large,210.663,210.686,210.759,0.503
azure:francecentral,PREMIUM,Standard_D2_v3,gcp:europe-west6-a,STANDARD,n2-standard-4,15.527,16.191,20.741,1.519
gcp:asia-southeast1-a,PREMIUM,n2-standard-4,gcp:asia-northeast3-a,STANDARD,n2-standard-4,,,,
aws:me-south-1,PREMIUM,m5.large,aws:af-south-1,PREMIUM,m5.large,142.552,142.569,142.599,0.015
azure:germanywestcentral,PREMIUM,Standard_D2_v3,gcp:asia-southeast1-a,PREMIUM,n2-standard-4,173.763,173.924,174.052,0.076
gcp:asia-east2-a,PREMIUM,n2-standard-4,gcp:asia-southeast2-a,PREMIUM,n2-standard-4,,,,
azure:southafricanorth,PREMIUM,Standard_D2_v3,gcp:asia-south1-a,PREMIUM,n2-standard-4,274.86,274.994,275.19,0.712
azure:francecentral,PREMIUM,Standard_D2_v3,aws:eu-south-1,PREMIUM,m5.large,19.161,19.87,23.085,1.124
azure:centralindia,PREMIUM,Standard_D2_v3,gcp:us-east1-b,PREMIUM,n2-standard-4,213.076,214.157,222.956,2.984
aws:af-south-1,PREMIUM,m5.large,gcp:asia-northeast1-a,PREMIUM,n2-standard-4,372.211,372.292,372.384,0.39
gcp:australia-southeast1-a,STANDARD,n2-standard-4,gcp:us-west1-a,STANDARD,n2-standard-4,,,,
azure:northcentralus,PREMIUM,Standard_D2_v3,gcp:asia-east1-a,PREMIUM,n2-standard-4,182.21,182.391,182.846,0.539
gcp:asia-northeast1-a,PREMIUM,n2-standard-4,gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,,,,
gcp:us-west4-a,PREMIUM,n2-standard-4,gcp:asia-northeast3-a,STANDARD,n2-standard-4,,,,
gcp:us-central1-a,PREMIUM,n2-standard-4,gcp:us-west4-a,PREMIUM,n2-standard-4,,,,
aws:ap-northeast-1,PREMIUM,m5.large,gcp:asia-east1-a,PREMIUM,n2-standard-4,38.784,38.847,38.943,0.22
aws:eu-west-1,PREMIUM,m5.large,aws:ap-southeast-1,PREMIUM,m5.large,179.514,179.533,179.544,0.268
aws:me-south-1,PREMIUM,m5.large,gcp:europe-west6-a,STANDARD,n2-standard-4,92.427,92.486,92.562,0.196
azure:swedencentral,PREMIUM,Standard_D2_v3,aws:eu-central-1,PREMIUM,m5.large,22.189,22.351,22.78,0.199
gcp:europe-west3-a,PREMIUM,n2-standard-4,gcp:europe-north1-a,STANDARD,n2-standard-4,,,,
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:australia-southeast2-a,PREMIUM,n2-standard-4,176.183,176.342,176.542,0.226
azure:swedencentral,PREMIUM,Standard_D2_v3,gcp:asia-southeast2-a,STANDARD,n2-standard-4,188.852,188.976,189.075,0.281
azure:germanywestcentral,PREMIUM,Standard_D2_v3,gcp:europe-west2-a,PREMIUM,n2-standard-4,15.627,15.763,15.881,0.12
aws:me-south-1,PREMIUM,m5.large,gcp:us-east1-b,PREMIUM,n2-standard-4,185.413,185.577,185.669,0.282
azure:northeurope,PREMIUM,Standard_D2_v3,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,212.935,213.051,213.261,0.626
azure:japaneast,PREMIUM,Standard_D2_v3,gcp:asia-east1-a,STANDARD,n2-standard-4,48.046,48.179,48.528,0.266
gcp:southamerica-east1-a,PREMIUM,n2-standard-4,gcp:europe-west1-b,STANDARD,n2-standard-4,,,,
azure:eastus,PREMIUM,Standard_D2_v3,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,25.12,25.321,25.583,0.21
aws:ap-southeast-3,PREMIUM,m5.large,gcp:asia-southeast2-a,PREMIUM,n2-standard-4,29.859,29.965,30.129,0.216
aws:us-west-2,PREMIUM,m5.large,gcp:australia-southeast2-a,PREMIUM,n2-standard-4,169.613,169.657,169.803,0.523
aws:me-south-1,PREMIUM,m5.large,gcp:asia-east2-a,STANDARD,n2-standard-4,203.599,203.716,203.817,0.498
azure:australiaeast,PREMIUM,Standard_D2_v3,gcp:europe-north1-a,PREMIUM,n2-standard-4,280.776,280.97,281.092,0.635
azure:japaneast,PREMIUM,Standard_D2_v3,aws:ca-central-1,PREMIUM,m5.large,165.983,166.148,166.38,0.528
aws:eu-west-2,PREMIUM,m5.large,gcp:asia-south1-a,STANDARD,n2-standard-4,125.215,125.306,125.353,0.476
gcp:europe-west2-a,PREMIUM,n2-standard-4,gcp:europe-west1-b,STANDARD,n2-standard-4,,,,
azure:germanywestcentral,PREMIUM,Standard_D2_v3,aws:me-south-1,PREMIUM,m5.large,104.225,104.341,104.555,0.418
azure:francecentral,PREMIUM,Standard_D2_v3,gcp:europe-central2-a,PREMIUM,n2-standard-4,29.636,30.37,34.58,1.456
aws:eu-north-1,PREMIUM,m5.large,aws:ap-southeast-3,PREMIUM,m5.large,189.277,189.307,189.33,0.195
aws:ap-southeast-1,PREMIUM,m5.large,gcp:europe-west1-b,PREMIUM,n2-standard-4,198.867,198.974,199.038,0.288
