src_region,src_tier,src_instance_class,dst_region,dst_tier,dst_instance_class,min_rtt,avg_rtt,max_rtt,mdev_rtt
gcp:asia-northeast1-a,STANDARD,n2-standard-4,gcp:asia-southeast2-a,STANDARD,n2-standard-4,,,,
aws:ca-central-1,PREMIUM,m5.large,gcp:asia-southeast1-a,STANDARD,n2-standard-4,234.582,234.696,234.772,0.575
azure:australiaeast,PREMIUM,Standard_D2_v3,gcp:asia-northeast1-a,STANDARD,n2-standard-4,122.826,123.01,123.236,0.463
azure:australiaeast,PREMIUM,Standard_D2_v3,gcp:us-central1-a,PREMIUM,n2-standard-4,187.724,188.1,189.974,0.692
azure:francecentral,PREMIUM,Standard_D2_v3,aws:ap-northeast-2,PREMIUM,m5.large,235.722,235.862,236.001,0.491
gcp:asia-east2-a,STANDARD,n2-standard-4,gcp:asia-northeast1-a,STANDARD,n2-standard-4,,,,
gcp:asia-southeast2-a,PREMIUM,n2-standard-4,gcp:northamerica-northeast1-a,STANDARD,n2-standard-4,,,,
gcp:asia-east2-a,PREMIUM,n2-standard-4,gcp:europe-west2-a,STANDARD,n2-standard-4,,,,
azure:canadacentral,PREMIUM,Standard_D2_v3,aws:ap-east-1,PREMIUM,m5.large,203.344,203.606,204.884,0.435
azure:australiaeast,PREMIUM,Standard_D2_v3,gcp:australia-southeast1-a,PREMIUM,n2-standard-4,3.117,3.248,3.408,0.106
azure:germanywestcentral,PREMIUM,Standard_D2_v3,gcp:northamerica-northeast1-a,STANDARD,n2-standard-4,113.858,114.055,114.871,0.511
gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,gcp:asia-south1-a,STANDARD,n2-standard-4,,,,
aws:us-west-1,PREMIUM,m5.large,gcp:asia-northeast1-a,PREMIUM,n2-standard-4,111.961,112.053,112.109,0.041
gcp:europe-north1-a,PREMIUM,n2-standard-4,gcp:us-east1-b,STANDARD,n2-standard-4,,,,
aws:ap-northeast-1,PREMIUM,m5.large,gcp:europe-west6-a,STANDARD,n2-standard-4,222.943,223.029,223.075,0.3
azure:eastus,PREMIUM,Standard_D2_v3,gcp:us-east1-b,PREMIUM,n2-standard-4,18.662,18.842,19.264,0.189
gcp:us-east1-b,PREMIUM,n2-standard-4,gcp:us-west1-a,STANDARD,n2-standard-4,,,,
azure:japaneast,PREMIUM,Standard_D2_v3,gcp:asia-south2-a,PREMIUM,n2-standard-4,172.459,172.634,172.962,0.494
gcp:southamerica-west1-a,PREMIUM,n2-standard-4,gcp:asia-south1-a,STANDARD,n2-standard-4,,,,
azure:norwayeast,PREMIUM,Standard_D2_v3,aws:ap-south-1,PREMIUM,m5.large,142.698,142.776,142.858,0.48
azure:westeurope,PREMIUM,Standard_D2_v3,aws:ap-east-1,PREMIUM,m5.large,193.595,193.68,193.772,0.05
azure:switzerlandnorth,PREMIUM,Standard_D2_v3,gcp:asia-southeast1-a,STANDARD,n2-standard-4,146.517,146.893,147.562,0.338
azure:switzerlandnorth,PREMIUM,Standard_D2_v3,aws:eu-north-1,PREMIUM,m5.large,30.646,31.079,32.463,0.525
azure:australiaeast,PREMIUM,Standard_D2_v3,aws:sa-east-1,PREMIUM,m5.large,314.444,314.566,314.67,0.26
gcp:asia-northeast1-a,PREMIUM,n2-standard-4,gcp:us-east4-a,PREMIUM,n2-standard-4,,,,
azure:northcentralus,PREMIUM,Standard_D2_v3,aws:ap-south-1,PREMIUM,m5.large,219.186,219.337,219.598,0.11
gcp:asia-northeast1-a,STANDARD,n2-standard-4,gcp:asia-south1-a,STANDARD,n2-standard-4,,,,
azure:brazilsouth,PREMIUM,Standard_D2_v3,aws:us-west-1,PREMIUM,m5.large,172.777,172.84,172.903,0.265
gcp:asia-south1-a,STANDARD,n2-standard-4,gcp:australia-southeast1-a,STANDARD,n2-standard-4,,,,
azure:uaenorth,PREMIUM,Standard_D2_v3,aws:us-east-2,PREMIUM,m5.large,198.286,198.413,198.499,0.492
azure:eastus,PREMIUM,Standard_D2_v3,gcp:asia-northeast3-a,PREMIUM,n2-standard-4,186.113,186.347,186.746,0.398
gcp:asia-east1-a,PREMIUM,n2-standard-4,gcp:europe-north1-a,STANDARD,n2-standard-4,,,,
gcp:asia-east1-a,PREMIUM,n2-standard-4,gcp:us-central1-a,PREMIUM,n2-standard-4,,,,
aws:sa-east-1,PREMIUM,m5.large,gcp:asia-northeast1-a,STANDARD,n2-standard-4,274.576,274.689,274.783,0.578
azure:brazilsouth,PREMIUM,Standard_D2_v3,aws:ap-northeast-2,PREMIUM,m5.large,298.032,298.13,298.348,0.36
aws:ap-east-1,PREMIUM,m5.large,aws:ap-southeast-1,PREMIUM,m5.large,45.979,46.001,46.027,0.166
azure:uksouth,PREMIUM,Standard_D2_v3,gcp:australia-southeast1-a,PREMIUM,n2-standard-4,252.502,252.644,253.248,0.378
gcp:asia-northeast2-a,PREMIUM,n2-standard-4,gcp:europe-west4-a,PREMIUM,n2-standard-4,,,,
gcp:asia-east1-a,STANDARD,n2-standard-4,gcp:us-west1-a,STANDARD,n2-standard-4,,,,
gcp:asia-south1-a,PREMIUM,n2-standard-4,gcp:australia-southeast1-a,STANDARD,n2-standard-4,,,,
gcp:us-west4-a,PREMIUM,n2-standard-4,gcp:us-west1-a,STANDARD,n2-standard-4,,,,
aws:me-south-1,PREMIUM,m5.large,gcp:australia-southeast1-a,PREMIUM,n2-standard-4,189.428,189.52,189.575,0.341
azure:japaneast,PREMIUM,Standard_D2_v3,gcp:northamerica-northeast1-a,STANDARD,n2-standard-4,166.87,167.099,167.61,0.19
aws:eu-south-1,PREMIUM,m5.large,gcp:southamerica-east1-a,STANDARD,n2-standard-4,236.887,236.98,237.136,0.581
aws:eu-central-1,PREMIUM,m5.large,gcp:us-west1-a,PREMIUM,n2-standard-4,138.404,138.472,138.548,0.042
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:us-east4-a,PREMIUM,n2-standard-4,219.221,219.372,219.614,0.237
gcp:europe-west2-a,PREMIUM,n2-standard-4,gcp:asia-northeast1-a,STANDARD,n2-standard-4,,,,
azure:westeurope,PREMIUM,Standard_D2_v3,gcp:us-central1-a,PREMIUM,n2-standard-4,106.765,107.092,107.481,0.387
aws:eu-west-2,PREMIUM,m5.large,gcp:asia-northeast1-a,PREMIUM,n2-standard-4,221.238,221.342,221.44,0.473
aws:ap-south-1,PREMIUM,m5.large,gcp:europe-north1-a,STANDARD,n2-standard-4,139.337,139.411,139.465,0.41
azure:westeurope,PREMIUM,Standard_D2_v3,gcp:asia-southeast1-a,PREMIUM,n2-standard-4,177.195,177.353,177.52,0.571
gcp:europe-west2-a,STANDARD,n2-standard-4,gcp:us-central1-a,STANDARD,n2-standard-4,,,,
aws:eu-west-1,PREMIUM,m5.large,gcp:us-east1-b,STANDARD,n2-standard-4,104.172,104.281,104.441,0.263
aws:ca-central-1,PREMIUM,m5.large,gcp:asia-south1-a,PREMIUM,n2-standard-4,216.665,216.796,216.864,0.214
gcp:asia-east2-a,PREMIUM,n2-standard-4,gcp:us-central1-a,STANDARD,n2-standard-4,,,,
azure:eastus,PREMIUM,Standard_D2_v3,aws:eu-west-1,PREMIUM,m5.large,67.137,67.321,67.575,0.173
aws:eu-central-1,PREMIUM,m5.large,aws:me-south-1,PREMIUM,m5.large,85.136,85.155,85.204,0.019
azure:norwayeast,PREMIUM,Standard_D2_v3,gcp:asia-southeast1-a,STANDARD,n2-standard-4,172.536,172.651,172.856,0.204
azure:northeurope,PREMIUM,Standard_D2_v3,gcp:asia-southeast1-a,STANDARD,n2-standard-4,160.906,161.268,161.524,0.518
gcp:asia-northeast2-a,PREMIUM,n2-standard-4,gcp:asia-southeast2-a,STANDARD,n2-standard-4,,,,
azure:westus3,PREMIUM,Standard_D2_v3,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,161.53,161.759,162.075,0.527
aws:af-south-1,PREMIUM,m5.large,gcp:us-west4-a,PREMIUM,n2-standard-4,293.466,293.549,293.643,0.487
azure:southafricanorth,PREMIUM,Standard_D2_v3,gcp:europe-west6-a,PREMIUM,n2-standard-4,172.455,172.71,172.975,0.574
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:asia-southeast1-a,STANDARD,n2-standard-4,77.745,77.9,78.337,0.345
azure:eastus,PREMIUM,Standard_D2_v3,gcp:asia-southeast1-a,STANDARD,n2-standard-4,229.746,229.827,229.91,0.308
azure:japaneast,PREMIUM,Standard_D2_v3,gcp:asia-southeast1-a,PREMIUM,n2-standard-4,69.655,69.992,70.33,0.286
gcp:asia-east2-a,PREMIUM,n2-standard-4,gcp:asia-south1-a,PREMIUM,n2-standard-4,,,,
gcp:us-central1-a,PREMIUM,n2-standard-4,gcp:us-east4-a,PREMIUM,n2-standard-4,,,,
gcp:australia-southeast1-a,PREMIUM,n2-standard-4,gcp:asia-east2-a,STANDARD,n2-standard-4,,,,
gcp:asia-southeast1-a,STANDARD,n2-standard-4,gcp:europe-west4-a,STANDARD,n2-standard-4,,,,
azure:germanywestcentral,PREMIUM,Standard_D2_v3,gcp:us-west1-a,STANDARD,n2-standard-4,172.511,172.748,173.863,0.379
aws:us-east-2,PREMIUM,m5.large,gcp:us-east1-b,PREMIUM,n2-standard-4,29.827,29.893,29.977,0.236
gcp:asia-south2-a,PREMIUM,n2-standard-4,gcp:us-west4-a,STANDARD,n2-standard-4,,,,
aws:us-east-2,PREMIUM,m5.large,gcp:asia-east1-a,PREMIUM,n2-standard-4,181.48,181.571,181.64,0.043
aws:sa-east-1,PREMIUM,m5.large,gcp:asia-south2-a,PREMIUM,n2-standard-4,374.454,374.497,374.609,0.475
azure:switzerlandnorth,PREMIUM,Standard_D2_v3,gcp:australia-southeast1-a,STANDARD,n2-standard-4,235.467,235.648,236.057,0.428
azure:westeurope,PREMIUM,Standard_D2_v3,aws:ap-northeast-1,PREMIUM,m5.large,229.399,229.475,229.552,0.047
azure:westus,PREMIUM,Standard_D2_v3,aws:ap-east-1,PREMIUM,m5.large,148.545,148.591,148.637,0.245
azure:germanywestcentral,PREMIUM,Standard_D2_v3,aws:ap-southeast-3,PREMIUM,m5.large,165.229,165.367,165.597,0.383
azure:norwayeast,PREMIUM,Standard_D2_v3,gcp:asia-northeast1-a,STANDARD,n2-standard-4,242.14,242.256,242.416,0.665
aws:us-west-2,PREMIUM,m5.large,gcp:us-west1-a,STANDARD,n2-standard-4,12.149,12.269,12.399,0.142
gcp:australia-southeast2-a,PREMIUM,n2-standard-4,gcp:us-central1-a,STANDARD,n2-standard-4,,,,
aws:ap-northeast-1,PREMIUM,m5.large,gcp:asia-northeast1-a,PREMIUM,n2-standard-4,4.967,5.041,5.147,0.108
azure:westus3,PREMIUM,Standard_D2_v3,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,76.203,76.338,76.571,0.109
azure:eastasia,PREMIUM,Standard_D2_v3,aws:ap-northeast-3,PREMIUM,m5.large,55.551,55.662,55.765,0.27
gcp:asia-northeast2-a,PREMIUM,n2-standard-4,gcp:us-west4-a,PREMIUM,n2-standard-4,,,,
azure:switzerlandnorth,PREMIUM,Standard_D2_v3,gcp:europe-west4-a,STANDARD,n2-standard-4,16.29,16.374,16.56,0.188
aws:us-west-2,PREMIUM,m5.large,aws:eu-west-1,PREMIUM,m5.large,123.405,123.425,123.449,0.471
gcp:asia-south1-a,PREMIUM,n2-standard-4,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,,,,
gcp:asia-southeast1-a,PREMIUM,n2-standard-4,gcp:us-east1-b,STANDARD,n2-standard-4,,,,
azure:southafricanorth,PREMIUM,Standard_D2_v3,aws:us-east-1,PREMIUM,m5.large,244.227,244.435,244.832,0.171
azure:southafricanorth,PREMIUM,Standard_D2_v3,gcp:asia-east2-a,STANDARD,n2-standard-4,346.369,347.044,349.326,1.01
azure:northeurope,PREMIUM,Standard_D2_v3,aws:ca-central-1,PREMIUM,m5.large,77.651,77.71,77.781,0.032
gcp:asia-southeast1-a,PREMIUM,n2-standard-4,gcp:us-central1-a,STANDARD,n2-standard-4,,,,
gcp:asia-south2-a,PREMIUM,n2-standard-4,gcp:asia-southeast1-a,STANDARD,n2-standard-4,,,,
azure:centralindia,PREMIUM,Standard_D2_v3,aws:eu-west-2,PREMIUM,m5.large,136.009,136.536,140.768,1.439
aws:eu-central-1,PREMIUM,m5.large,gcp:europe-west3-a,PREMIUM,n2-standard-4,2.306,2.419,2.499,0.056
azure:norwayeast,PREMIUM,Standard_D2_v3,gcp:asia-east2-a,STANDARD,n2-standard-4,209.235,209.321,209.424,0.413
azure:francecentral,PREMIUM,Standard_D2_v3,gcp:europe-west1-b,STANDARD,n2-standard-4,16.765,16.928,17.27,0.173
azure:francecentral,PREMIUM,Standard_D2_v3,gcp:australia-southeast2-a,PREMIUM,n2-standard-4,264.379,264.661,265.369,0.576
azure:uksouth,PREMIUM,Standard_D2_v3,aws:ap-southeast-3,PREMIUM,m5.large,167.955,168.164,169.07,0.516
azure:norwayeast,PREMIUM,Standard_D2_v3,aws:me-south-1,PREMIUM,m5.large,127.006,127.086,127.219,0.481
gcp:asia-northeast2-a,PREMIUM,n2-standard-4,gcp:asia-northeast3-a,PREMIUM,n2-standard-4,,,,
aws:sa-east-1,PREMIUM,m5.large,gcp:us-west4-a,PREMIUM,n2-standard-4,169.526,169.659,169.866,0.38
azure:westus3,PREMIUM,Standard_D2_v3,aws:ap-northeast-2,PREMIUM,m5.large,134.933,135.122,135.265,0.185
gcp:asia-northeast3-a,PREMIUM,n2-standard-4,gcp:us-east1-b,STANDARD,n2-standard-4,,,,
aws:us-west-1,PREMIUM,m5.large,gcp:us-east1-b,STANDARD,n2-standard-4,104.262,104.324,104.417,0.209
azure:southafricanorth,PREMIUM,Standard_D2_v3,gcp:europe-west1-b,STANDARD,n2-standard-4,184.312,184.612,185.149,0.605
gcp:us-east1-b,PREMIUM,n2-standard-4,gcp:asia-southeast1-a,STANDARD,n2-standard-4,,,,
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:asia-northeast3-a,STANDARD,n2-standard-4,151.168,151.316,151.516,0.12
aws:ap-northeast-1,PREMIUM,m5.large,gcp:us-east4-a,STANDARD,n2-standard-4,173.779,173.865,173.965,0.46
aws:us-west-1,PREMIUM,m5.large,gcp:asia-east2-a,STANDARD,n2-standard-4,170.288,170.375,170.504,0.526
azure:northeurope,PREMIUM,Standard_D2_v3,gcp:europe-west1-b,STANDARD,n2-standard-4,28.619,28.915,29.599,0.348
gcp:us-east4-a,PREMIUM,n2-standard-4,gcp:us-central1-a,STANDARD,n2-standard-4,,,,
aws:eu-central-1,PREMIUM,m5.large,aws:ap-southeast-1,PREMIUM,m5.large,155.366,155.389,155.429,0.394
gcp:europe-west3-a,PREMIUM,n2-standard-4,gcp:us-west4-a,PREMIUM,n2-standard-4,,,,
aws:ca-central-1,PREMIUM,m5.large,gcp:asia-southeast2-a,STANDARD,n2-standard-4,244.895,244.995,245.111,0.232
aws:us-east-1,PREMIUM,m5.large,gcp:europe-west4-a,PREMIUM,n2-standard-4,84.387,84.472,84.527,0.187
azure:westus,PREMIUM,Standard_D2_v3,gcp:australia-southeast2-a,PREMIUM,n2-standard-4,156.335,156.526,156.711,0.54
azure:eastus,PREMIUM,Standard_D2_v3,gcp:asia-northeast2-a,PREMIUM,n2-standard-4,159.31,159.485,159.699,0.518
aws:ap-southeast-3,PREMIUM,m5.large,gcp:us-central1-a,PREMIUM,n2-standard-4,207.002,207.121,207.218,0.077
aws:ap-south-1,PREMIUM,m5.large,gcp:europe-central2-a,PREMIUM,n2-standard-4,139.922,139.996,140.119,0.415
azure:northeurope,PREMIUM,Standard_D2_v3,aws:eu-west-2,PREMIUM,m5.large,11.208,11.332,11.421,0.154
gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,gcp:europe-west6-a,STANDARD,n2-standard-4,,,,
azure:northeurope,PREMIUM,Standard_D2_v3,gcp:asia-northeast1-a,PREMIUM,n2-standard-4,227.434,227.576,227.848,0.325
aws:ap-southeast-1,PREMIUM,m5.large,gcp:asia-northeast1-a,PREMIUM,n2-standard-4,71.399,71.432,71.514,0.269
gcp:europe-central2-a,PREMIUM,n2-standard-4,gcp:us-east1-b,PREMIUM,n2-standard-4,,,,
azure:eastasia,PREMIUM,Standard_D2_v3,gcp:us-west1-a,STANDARD,n2-standard-4,164.417,164.811,166.771,0.853
azure:southafricanorth,PREMIUM,Standard_D2_v3,gcp:asia-northeast1-a,STANDARD,n2-standard-4,361.22,361.394,361.687,0.616
aws:ap-northeast-2,PREMIUM,m5.large,gcp:us-central1-a,STANDARD,n2-standard-4,186.929,186.975,187.187,0.206
azure:southafricanorth,PREMIUM,Standard_D2_v3,gcp:asia-east2-a,PREMIUM,n2-standard-4,349.333,349.508,349.73,0.536
azure:eastasia,PREMIUM,Standard_D2_v3,gcp:asia-southeast2-a,STANDARD,n2-standard-4,46.845,46.958,47.143,0.186
gcp:northamerica-northeast1-a,STANDARD,n2-standard-4,gcp:us-east1-b,STANDARD,n2-standard-4,,,,
aws:eu-north-1,PREMIUM,m5.large,gcp:southamerica-east1-a,STANDARD,n2-standard-4,242.334,242.422,242.578,0.497
gcp:asia-northeast3-a,PREMIUM,n2-standard-4,gcp:australia-southeast1-a,PREMIUM,n2-standard-4,,,,
aws:ap-northeast-3,PREMIUM,m5.large,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,212.346,212.459,212.656,0.304
gcp:australia-southeast1-a,STANDARD,n2-standard-4,gcp:us-east4-a,STANDARD,n2-standard-4,,,,
aws:eu-central-1,PREMIUM,m5.large,gcp:asia-southeast2-a,PREMIUM,n2-standard-4,221.802,221.882,222.034,0.22
aws:ap-northeast-3,PREMIUM,m5.large,gcp:asia-northeast1-a,PREMIUM,n2-standard-4,9.81,9.854,9.904,0.083
azure:canadacentral,PREMIUM,Standard_D2_v3,aws:ap-southeast-1,PREMIUM,m5.large,225.049,225.721,229.504,1.411
azure:japaneast,PREMIUM,Standard_D2_v3,aws:ap-northeast-3,PREMIUM,m5.large,8.676,8.856,9.058,0.173
aws:ap-southeast-1,PREMIUM,m5.large,gcp:us-west4-a,PREMIUM,n2-standard-4,171.42,171.522,171.691,0.274
aws:ap-northeast-2,PREMIUM,m5.large,gcp:europe-west3-a,STANDARD,n2-standard-4,252.295,252.45,252.511,0.058
aws:ap-northeast-3,PREMIUM,m5.large,gcp:europe-west6-a,PREMIUM,n2-standard-4,242.583,242.619,242.652,0.312
aws:us-west-1,PREMIUM,m5.large,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,116.023,116.095,116.416,0.292
azure:australiaeast,PREMIUM,Standard_D2_v3,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,302.46,302.593,302.766,0.658
aws:ap-southeast-2,PREMIUM,m5.large,gcp:us-east4-a,STANDARD,n2-standard-4,233.944,234.045,234.141,0.488
azure:koreacentral,PREMIUM,Standard_D2_v3,aws:ca-central-1,PREMIUM,m5.large,191.636,191.719,191.823,0.521
azure:northeurope,PREMIUM,Standard_D2_v3,aws:eu-west-1,PREMIUM,m5.large,1.359,1.485,1.628,0.1
aws:us-east-1,PREMIUM,m5.large,gcp:asia-northeast1-a,STANDARD,n2-standard-4,161.567,161.693,161.815,0.447
azure:northeurope,PREMIUM,Standard_D2_v3,aws:us-east-2,PREMIUM,m5.large,76.613,76.813,77.293,0.414
gcp:asia-northeast1-a,PREMIUM,n2-standard-4,gcp:asia-southeast2-a,PREMIUM,n2-standard-4,,,,
gcp:asia-northeast2-a,PREMIUM,n2-standard-4,gcp:europe-north1-a,STANDARD,n2-standard-4,,,,
azure:australiaeast,PREMIUM,Standard_D2_v3,gcp:australia-southeast2-a,PREMIUM,n2-standard-4,14.621,14.79,14.941,0.133
aws:ap-northeast-2,PREMIUM,m5.large,gcp:us-west4-a,PREMIUM,n2-standard-4,139.007,139.081,139.182,0.337
azure:koreacentral,PREMIUM,Standard_D2_v3,gcp:asia-southeast2-a,STANDARD,n2-standard-4,89.425,89.578,89.789,0.22
azure:japaneast,PREMIUM,Standard_D2_v3,gcp:us-west4-a,PREMIUM,n2-standard-4,106.565,106.689,106.841,0.448
gcp:europe-central2-a,PREMIUM,n2-standard-4,gcp:us-west4-a,STANDARD,n2-standard-4,,,,
aws:eu-central-1,PREMIUM,m5.large,aws:ap-southeast-3,PREMIUM,m5.large,168.246,168.283,168.352,0.519
gcp:asia-east1-a,PREMIUM,n2-standard-4,gcp:europe-west3-a,PREMIUM,n2-standard-4,,,,
gcp:asia-east2-a,PREMIUM,n2-standard-4,gcp:us-east4-a,PREMIUM,n2-standard-4,,,,
aws:ap-northeast-1,PREMIUM,m5.large,gcp:europe-west3-a,PREMIUM,n2-standard-4,230.16,230.235,230.337,0.608
azure:germanywestcentral,PREMIUM,Standard_D2_v3,gcp:asia-northeast1-a,STANDARD,n2-standard-4,222.192,222.34,222.517,0.604
aws:eu-central-1,PREMIUM,m5.large,gcp:europe-west4-a,STANDARD,n2-standard-4,10.313,10.453,10.558,0.121
gcp:europe-west2-a,PREMIUM,n2-standard-4,gcp:europe-west2-a,STANDARD,n2-standard-4,,,,
gcp:europe-central2-a,PREMIUM,n2-standard-4,gcp:europe-west6-a,STANDARD,n2-standard-4,,,,
gcp:europe-west4-a,PREMIUM,n2-standard-4,gcp:southamerica-east1-a,PREMIUM,n2-standard-4,,,,
azure:switzerlandnorth,PREMIUM,Standard_D2_v3,gcp:us-east4-a,STANDARD,n2-standard-4,91.635,91.899,92.143,0.362
azure:japaneast,PREMIUM,Standard_D2_v3,gcp:us-east4-a,PREMIUM,n2-standard-4,149.859,150.113,150.883,0.551
aws:eu-west-2,PREMIUM,m5.large,aws:ap-southeast-3,PREMIUM,m5.large,183.737,183.758,183.8,0.507
gcp:asia-northeast3-a,STANDARD,n2-standard-4,gcp:asia-south1-a,STANDARD,n2-standard-4,,,,
aws:us-east-1,PREMIUM,m5.large,gcp:asia-northeast1-a,PREMIUM,n2-standard-4,154.398,154.525,154.652,0.501
aws:eu-central-1,PREMIUM,m5.large,gcp:europe-west1-b,STANDARD,n2-standard-4,9.098,9.226,9.353,0.068
aws:us-west-1,PREMIUM,m5.large,aws:ap-southeast-2,PREMIUM,m5.large,136.815,136.838,136.896,0.496
aws:ap-northeast-2,PREMIUM,m5.large,gcp:asia-east1-a,PREMIUM,n2-standard-4,66.129,66.213,66.363,0.264
aws:us-east-1,PREMIUM,m5.large,aws:af-south-1,PREMIUM,m5.large,215.625,215.643,215.673,0.36
aws:us-west-2,PREMIUM,m5.large,gcp:europe-west1-b,STANDARD,n2-standard-4,182.363,182.55,182.965,0.313
aws:ca-central-1,PREMIUM,m5.large,aws:us-west-1,PREMIUM,m5.large,78.713,78.732,78.836,0.282
azure:eastasia,PREMIUM,Standard_D2_v3,gcp:asia-northeast3-a,STANDARD,n2-standard-4,42.521,42.65,42.783,0.241
aws:ap-northeast-3,PREMIUM,m5.large,gcp:asia-northeast3-a,PREMIUM,n2-standard-4,28.297,28.384,28.472,0.117
azure:southafricanorth,PREMIUM,Standard_D2_v3,aws:us-west-1,PREMIUM,m5.large,317.15,317.234,317.329,0.506
azure:southafricanorth,PREMIUM,Standard_D2_v3,gcp:us-east1-b,PREMIUM,n2-standard-4,250.912,251.128,251.418,0.649
gcp:asia-northeast3-a,PREMIUM,n2-standard-4,gcp:australia-southeast1-a,STANDARD,n2-standard-4,,,,
gcp:asia-south1-a,STANDARD,n2-standard-4,gcp:europe-west6-a,STANDARD,n2-standard-4,,,,
gcp:asia-northeast2-a,PREMIUM,n2-standard-4,gcp:asia-east2-a,STANDARD,n2-standard-4,,,,
gcp:asia-east2-a,STANDARD,n2-standard-4,gcp:us-east1-b,STANDARD,n2-standard-4,,,,
aws:us-east-2,PREMIUM,m5.large,aws:ap-northeast-3,PREMIUM,m5.large,143.426,143.448,143.474,0.339
azure:southafricanorth,PREMIUM,Standard_D2_v3,aws:eu-west-1,PREMIUM,m5.large,179.921,180.24,181.461,0.498
azure:westus,PREMIUM,Standard_D2_v3,gcp:us-west4-a,STANDARD,n2-standard-4,13.997,14.13,14.607,0.192
gcp:northamerica-northeast1-a,STANDARD,n2-standard-4,gcp:us-east4-a,STANDARD,n2-standard-4,,,,
aws:ap-northeast-1,PREMIUM,m5.large,gcp:asia-southeast2-a,STANDARD,n2-standard-4,87.864,88.055,88.167,0.311
aws:ap-southeast-1,PREMIUM,m5.large,gcp:asia-southeast1-a,PREMIUM,n2-standard-4,2.431,2.526,2.61,0.047
gcp:australia-southeast1-a,PREMIUM,n2-standard-4,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,,,,
azure:norwayeast,PREMIUM,Standard_D2_v3,gcp:us-west1-a,STANDARD,n2-standard-4,190.295,190.442,190.657,0.594
azure:westus,PREMIUM,Standard_D2_v3,gcp:europe-central2-a,PREMIUM,n2-standard-4,165.221,165.471,166.159,0.422
aws:eu-west-2,PREMIUM,m5.large,aws:eu-north-1,PREMIUM,m5.large,30.596,30.637,30.826,0.243
aws:eu-west-1,PREMIUM,m5.large,gcp:asia-northeast3-a,PREMIUM,n2-standard-4,253.432,253.493,253.561,0.321
azure:westeurope,PREMIUM,Standard_D2_v3,gcp:us-west1-a,STANDARD,n2-standard-4,167.123,168.099,172.524,1.883
gcp:asia-southeast2-a,PREMIUM,n2-standard-4,gcp:europe-west2-a,PREMIUM,n2-standard-4,,,,
azure:westeurope,PREMIUM,Standard_D2_v3,gcp:europe-north1-a,PREMIUM,n2-standard-4,32.868,33.831,41.173,2.455
azure:westeurope,PREMIUM,Standard_D2_v3,gcp:europe-west3-a,STANDARD,n2-standard-4,8.509,9.701,18.869,3.058
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:europe-west1-b,STANDARD,n2-standard-4,122.623,122.859,122.992,0.189
azure:koreacentral,PREMIUM,Standard_D2_v3,aws:eu-west-2,PREMIUM,m5.large,245.577,246.005,246.927,0.639
gcp:europe-west4-a,PREMIUM,n2-standard-4,gcp:us-east1-b,PREMIUM,n2-standard-4,,,,
azure:japaneast,PREMIUM,Standard_D2_v3,aws:sa-east-1,PREMIUM,m5.large,268.924,269.112,269.462,0.592
azure:westus,PREMIUM,Standard_D2_v3,gcp:us-central1-a,PREMIUM,n2-standard-4,51.989,52.125,52.234,0.281
aws:af-south-1,PREMIUM,m5.large,gcp:asia-northeast1-a,STANDARD,n2-standard-4,369.498,369.549,369.598,0.608
azure:northcentralus,PREMIUM,Standard_D2_v3,gcp:us-central1-a,PREMIUM,n2-standard-4,12.593,12.722,12.885,0.158
gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,,,,
gcp:asia-south1-a,PREMIUM,n2-standard-4,gcp:asia-southeast1-a,STANDARD,n2-standard-4,,,,
aws:eu-west-2,PREMIUM,m5.large,gcp:australia-southeast1-a,STANDARD,n2-standard-4,288.586,288.675,288.788,0.724
aws:ap-northeast-1,PREMIUM,m5.large,gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,152.621,152.742,152.854,0.258
azure:westus,PREMIUM,Standard_D2_v3,gcp:europe-west4-a,PREMIUM,n2-standard-4,147.912,148.129,148.558,0.494
azure:northcentralus,PREMIUM,Standard_D2_v3,gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,21.172,21.396,21.759,0.214
gcp:asia-south1-a,PREMIUM,n2-standard-4,gcp:europe-west3-a,STANDARD,n2-standard-4,,,,
aws:ap-northeast-2,PREMIUM,m5.large,gcp:australia-southeast1-a,STANDARD,n2-standard-4,160.097,160.226,160.34,0.263
gcp:asia-south2-a,PREMIUM,n2-standard-4,gcp:australia-southeast1-a,STANDARD,n2-standard-4,,,,
